No datetime | INFO | Start app codemaster version: 0.0.9
No datetime | DEBUG | SKULL_YELLOW_00001, !!! Dead by EXPLOSION_B_00001. Owner: PLAYER !!!
No datetime | DEBUG | MINE_CYAN_00003 hit by T1_LASER1_0000002_from_player, health: 1, bullet_power: 5
No datetime | DEBUG | MINE_CYAN_00003, !!! Dead by bullet T1_LASER1_0000002_from_player !!!
No datetime | DEBUG | SKULL_RED_00001 hit by EXPLOSION_B_00003, npc_health: 105, explosion_power: 170, owner: player
No datetime | DEBUG | SKULL_RED_00001, !!! Dead by EXPLOSION_B_00003. Owner: PLAYER !!!
No datetime | DEBUG | SKULL_YELLOW_00003 hit by EXPLOSION_B_00007, npc_health: 70, explosion_power: 170, owner: player
No datetime | DEBUG | SKULL_YELLOW_00003, !!! Dead by EXPLOSION_B_00007. Owner: PLAYER !!!
No datetime | DEBUG | ROBOT_A_00001 hit by EXPLOSION_B_00010, npc_health: 175, explosion_power: 170, owner: player
No datetime | DEBUG | ROBOT_A_00001 hit by EXPLOSION_B_00011, npc_health: 5, explosion_power: 170, owner: player
No datetime | DEBUG | ROBOT_A_00001, !!! Dead by EXPLOSION_B_00011. Owner: PLAYER !!!
No datetime | DEBUG | ROBOT_A_00002 hit by EXPLOSION_B_00012, npc_health: 175, explosion_power: 170, owner: player
No datetime | DEBUG | ROBOT_A_00002 hit by EXPLOSION_B_00013, npc_health: 5, explosion_power: 170, owner: player
No datetime | DEBUG | ROBOT_A_00002, !!! Dead by EXPLOSION_B_00013. Owner: PLAYER !!!
No datetime | DEBUG | TEXT_MSG_PLAYER_00001 killed when TIMER_00002 ticked 0 secs.
No datetime | DEBUG | TEXT_MSG_PLAYER_00002 killed when TIMER_00003 ticked 0 secs.
No datetime | DEBUG | SKULL_YELLOW_00002 hit by T3_PHOTONIC_0000001_from_player, health: 70, bullet_power: 20
No datetime | DEBUG | SKULL_YELLOW_00002 hit by T4_NEUTRONIC_0000001_from_player, health: 50, bullet_power: 40
No datetime | DEBUG | SKULL_YELLOW_00002 hit by T1_LASER1_0000003_from_player, health: 10, bullet_power: 5
No datetime | DEBUG | SKULL_YELLOW_00002 hit by T2_LASER2_0000001_from_player, health: 5, bullet_power: 7.0
No datetime | DEBUG | SKULL_YELLOW_00002, !!! Dead by bullet T2_LASER2_0000001_from_player !!!
No datetime | INFO | All batteries and disks from level 2 recovered.
No datetime | DEBUG | player hit by T2_LASER2_0000001_from_DEMON_MALE_00001, pc_health: 76.0, bullet_power: 7.0
No datetime | DEBUG | FIRE_BREATH_B_00001 killed when TIMER_00005 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_A_00001 killed when TIMER_00007 ticked 0 secs.
No datetime | DEBUG | player hit by T2_LASER2_0000001_from_TERMINATOR_EYE_YELLOW_00001, pc_health: 69.0, bullet_power: 7.0
No datetime | DEBUG | CLOCK_TIMER_A_00001 killed when TIMER_00001 ticked 0 secs.
No datetime | DEBUG | player hit by FIRE_BREATH_B_00003, health: 100, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00001
No datetime | DEBUG | FIRE_BREATH_B_00002 killed when TIMER_00011 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00003 killed when TIMER_00013 ticked 0 secs.
No datetime | DEBUG | TEXT_MSG_PLAYER_00003 killed when TIMER_00018 ticked 0 secs.
No datetime | DEBUG | player hit by T1_LASER1_0000001_from_TERMINATOR_EYE_GREEN_00001, pc_health: 20.2, bullet_power: 5
No datetime | DEBUG | FIRE_BREATH_B_00004 killed when TIMER_00017 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00005 killed when TIMER_00020 ticked 0 secs.
No datetime | DEBUG | player hit by T1_LASER1_0000003_from_TERMINATOR_EYE_GREEN_00001, pc_health: 15.2, bullet_power: 5
No datetime | DEBUG | FIRE_BREATH_B_00006 killed when TIMER_00022 ticked 0 secs.
No datetime | DEBUG | TEXT_MSG_PLAYER_00004 killed when TIMER_00029 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00008 killed when TIMER_00031 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00009 killed when TIMER_00033 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00010 killed when TIMER_00035 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00011 killed when TIMER_00038 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00015 killed when TIMER_00052 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00016 killed when TIMER_00054 ticked 0 secs.
No datetime | DEBUG | player hit by FIRE_BREATH_B_00020, health: 100, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00002
No datetime | DEBUG | player hit by FIRE_BREATH_B_00020, health: 48.0, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00002
No datetime | DEBUG | player, !!! Dead by FIRE_BREATH_B_00020, owner: DEMON_MALE_00002 !!!
No datetime | DEBUG | FIRE_BREATH_B_00021 killed when TIMER_00068 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00022 killed when TIMER_00070 ticked 0 secs.
No datetime | DEBUG | player hit by FIRE_BREATH_B_00026, health: 100, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00002
No datetime | DEBUG | FIRE_BREATH_B_00023 killed when TIMER_00072 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00024 killed when TIMER_00075 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00025 killed when TIMER_00080 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00026 killed when TIMER_00082 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00027 killed when TIMER_00084 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00029 killed when TIMER_00092 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_A_00002 killed when TIMER_00094 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00030 killed when TIMER_00096 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00031 killed when TIMER_00099 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00032 killed when TIMER_00102 ticked 0 secs.
No datetime | DEBUG | BAT_BLUE_00004 hit by T3_PHOTONIC_0000005_from_player, health: 112.0, bullet_power: 20
No datetime | DEBUG | SNAKE_BLUE_00001 hit by T1_LASER1_0000004_from_player, health: 175, bullet_power: 5
No datetime | DEBUG | FIRE_BREATH_B_00033 killed when TIMER_00106 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00034 killed when TIMER_00110 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00035 killed when TIMER_00112 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00036 killed when TIMER_00114 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00037 killed when TIMER_00118 ticked 0 secs.
No datetime | DEBUG | player hit by FIRE_BREATH_B_00041, health: 100, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00002
No datetime | DEBUG | player hit by FIRE_BREATH_B_00041, health: 48.0, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00002
No datetime | DEBUG | player, !!! Dead by FIRE_BREATH_B_00041, owner: DEMON_MALE_00002 !!!
No datetime | INFO | Game over!
No datetime | INFO | 


------------------------------------Current game stats------------------------------------
time                        -->	2024-11-10 05:07:58.142322
screen size                 -->	(1160, 778)
fps                         -->	   	 14.04
current song                -->	action_song__192b.ogg
music playing               -->	      True
sound effects               -->	      True
game paused                 -->	     False
level                       -->	         4
platforms                   -->	<Group(132 sprites)>
doors                       -->	<Group(3 sprites)>
locked doors                -->	         1
door keys                   -->	<Group(0 sprites)>
batteries left              -->	<Group(4 sprites)>
files_disks left            -->	<Group(1 sprites)>
computers                   -->	<Group(0 sprites)>
NPCs                        -->	<Group(12 sprites)>
bullets                     -->	<Group(0 sprites)>
player                      -->
	position (x, y)             -->		(726, 372)
	position (bottom)           -->		       444
	direction                   -->		         L
	change position (x, y)      -->		(0, '1.000')
	invulnerable                -->		     False
	stats                       -->
		PC_level                    -->			         1
		lives                       -->			         0
		health                      -->			       100
		power                       -->			      54.1
		speed                       -->			         8
		score                       -->			      2670
		batteries                   -->			        18
		files disks                 -->			         3
		files disks types           -->
			D                           -->				         2
			C                           -->				         1
			B                           -->				         0
			A                           -->				         0
		potions_health              -->			         0
		potions_power               -->			         0
		apples                      -->			         2
		apples_type                 -->
			G                           -->				         1
			Y                           -->				         1
			R                           -->				         0
		door_keys                   -->			         1
		door_keys_type              -->
			G                           -->				         0
			B                           -->				         0
			A                           -->				         0
			Y                           -->				         1
			R                           -->				         0
			M                           -->				         0
		bullets_t01                 -->			       138
		bullets_t02                 -->			        71
		bullets_t03                 -->			        12
		bullets_t04                 -->			         6
	levels completed:           -->		    [1, 2]
------------------------------------------------------------------------------------------

No datetime | INFO | Clean last saved game
No datetime | INFO | Clean game data
No datetime | INFO | End app codemaster
