No datetime | INFO | Start app codemaster version: 0.0.7
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLACK_00025 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 8
No datetime | DEBUG | Add actor CARTRIDGE_BLUE_00014 to level 8
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 8
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 8
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 8
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 8
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 8
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 8
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 8
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 8
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00012 to level 8
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLACK_00025 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 7
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 7
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 7
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 7
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 7
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 7
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 7
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 7
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 7
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 7
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 7
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 7
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 7
No datetime | DEBUG | Add actor POTION_HEALTH_00012 to level 7
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 8
No datetime | DEBUG | Add actor CARTRIDGE_BLUE_00014 to level 8
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLACK_00025 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | DEBUG | SQUIRREL_A_00013 hit by T2_LASER2_0000001_from_player, health: 8.75, bullet_power: 7.0
No datetime | DEBUG | SQUIRREL_A_00012 hit by T1_LASER1_0000002_from_player, health: 8.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00003 hit by T1_LASER1_0000003_from_player, health: 8.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00003 hit by T1_LASER1_0000005_from_player, health: 3.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00003, !!! Dead by bullet T1_LASER1_0000005_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00011 hit by T1_LASER1_0000007_from_player, health: 8.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00002 hit by T1_LASER1_0000008_from_player, health: 8.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00007 hit by T1_LASER1_0000009_from_player, health: 8.75, bullet_power: 5
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 8
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 8
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 8
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 8
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 8
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 8
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 8
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 8
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 8
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00012 to level 8
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLACK_00025 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 8
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 8
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 8
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 8
